"window","bed","books","ceiling","chair","floor","furniture","objects","picture","sofa","table","tv","wall"
"0.7306997179985046","0.003427737858146429","0.00034075029543600976","0.006018481682986021","0.005272543989121914","0.002598503604531288","0.03713304176926613","0.08532470464706421","0.010530254803597927","0.0029539878014475107","0.0010577109642326832","0.006177904084324837","0.10846468061208725"
"0.0019294203957542777","0.6718227863311768","0.0012636655010282993","0.00014032592298462987","0.014851851388812065","0.04301782697439194","0.07393736392259598","0.09168456494808197","0.0014840381918475032","0.05484425276517868","0.02480718307197094","0.007642637938261032","0.012574057094752789"
"0.006358686834573746","0.0012812730856239796","0.5336287021636963","0","0.02118830755352974","0.004181355237960815","0.19175808131694794","0.1680268943309784","0.027003606781363487","0.0037613275926560163","0.03601868450641632","0.0012926252093166113","0.005500468425452709"
"0.006383190397173166","0.0006241014925763011","0.00009607521496945992","0.7856929898262024","0.0004063826345372945","0","0.015570770017802715","0.013007343746721745","0.0016387022333219647","0.0019040711922571063","0.0014771564165130258","0.00008251621329691261","0.17311668395996094"
"0.00567448977380991","0.010112651623785496","0.0026253487449139357","0","0.7082489132881165","0.024788424372673035","0.031829532235860825","0.07844135910272598","0.0005507319583557546","0.0571182481944561","0.05966557562351227","0.013356697745621204","0.007588031701743603"
"0.0008925526053644717","0.011531338095664978","0.0006456439150497317","0.000014440294762607664","0.02538517490029335","0.8889181017875671","0.022758007049560547","0.0155705027282238","0.00015589417307637632","0.009926838800311089","0.01696043089032173","0.00020674028201028705","0.007034254260361195"
"0.02035757340490818","0.01788995787501335","0.03695962578058243","0.0031638904474675655","0.02286623604595661","0.02308785915374756","0.6186828017234802","0.09845118224620819","0.012659074738621712","0.017056593671441078","0.04071500152349472","0.0035329642705619335","0.08457726240158081"
"0.03537965565919876","0.03332463279366493","0.011883570812642574","0.00926703680306673","0.03574907034635544","0.015199225395917892","0.10344664752483368","0.5722498893737793","0.0352030023932457","0.02814844623208046","0.03057704120874405","0.006522120907902718","0.08304965496063232"
"0.02839195542037487","0.0008808624697849154","0.011777456849813461","0.0011395930778235197","0.0032864687964320183","0.0006139756296761334","0.04033729061484337","0.15381132066249847","0.6959078311920166","0.0024722148664295673","0.004439202137291431","0.0006903260946273804","0.05625149607658386"
"0.0037689772434532642","0.03958543762564659","0.00024993691476993263","1.6198114849430567e-7","0.06892799586057663","0.02191653475165367","0.05557556822896004","0.07926887273788452","0.0014265679055824876","0.6904184222221375","0.027135243639349937","0.0016594968037679791","0.010066804476082325"
"0.005636504851281643","0.02768201380968094","0.006962013430893421","0.00021468516206368804","0.10394895821809769","0.06806278973817825","0.2100522220134735","0.07438412308692932","0.0065360176376998425","0.023718563839793205","0.44937780499458313","0.0030195110011845827","0.020404791459441185"
"0.06569855660200119","0.0031839937437325716","0.001018171664327383","0","0.008054738864302635","0.0008639746229164302","0.10318376123905182","0.11277222633361816","0.03154449164867401","0.0007062462973408401","0.004469362087547779","0.6200088858604431","0.0484955795109272"
"0.04381750151515007","0.0018888277700170875","0.0005625940393656492","0.016633082181215286","0.004839555826038122","0.0102151557803154","0.04178129881620407","0.05089132860302925","0.015595532953739166","0.0025162105448544025","0.004214181099087","0.0008414918556809425","0.8062032461166382"
