"other_indoor","living_room","kitchen","bathroom","office","bedroom","dining_room"
"0.6363636255264282","0.1666666716337204","0.03030303120613098","0","0.09090909361839294","0.01515151560306549","0.06060606241226196"
"0.1214953288435936","0.6355140209197998","0.05607476457953453","0","0.018691588193178177","0.13084112107753754","0.037383176386356354"
"0.04716981202363968","0.06603773683309555","0.7358490824699402","0.028301887214183807","0.06603773683309555","0","0.056603774428367615"
"0","0","0.03448275849223137","0.9655172228813171","0","0","0"
"0.19718310236930847","0.26760563254356384","0.0845070406794548","0","0.3661971688270569","0.0845070406794548","0"
"0.09947644174098969","0.13089005649089813","0.010471204295754433","0.005235602147877216","0.015706805512309074","0.727748692035675","0.010471204295754433"
"0.0181818176060915","0.09090909361839294","0.16363635659217834","0.0181818176060915","0.036363635212183","0.0181818176060915","0.6545454263687134"
