"bathroom","living_room","other_indoor","kitchen","dining_room","bedroom","office"
"1","0","0","0","0","0","0"
"0","0.5420560836791992","0.09345794469118118","0.028037382289767265","0.13084112107753754","0.17757008969783783","0.028037382289767265"
"0","0.13636364042758942","0.5909090638160706","0","0.07575757801532745","0.09090909361839294","0.10606060922145844"
"0.04716981202363968","0.06603773683309555","0.01886792480945587","0.7075471878051758","0.028301887214183807","0.09433962404727936","0.03773584961891174"
"0.0181818176060915","0.09090909361839294","0.0181818176060915","0.072727270424366","0.6181818246841431","0.145454540848732","0.036363635212183"
"0.010471204295754433","0.07853402942419052","0.03141361102461815","0.005235602147877216","0.026178009808063507","0.8167539238929749","0.03141361102461815"
"0.014084506779909134","0.28169015049934387","0.1690140813589096","0.014084506779909134","0.056338027119636536","0.15492957830429077","0.30985915660858154"
